profile_id,variant,timely_success,eventual_success
profile_000102,control,0,0
profile_000103,control,0,0
profile_000104,control,1,1
profile_000105,treatment,0,0
profile_000106,treatment,1,1
profile_000107,treatment,1,1
profile_000108,control,0,0
profile_000109,treatment,0,0
profile_000110,treatment,0,1
profile_000111,control,1,1
profile_000112,treatment,0,1
profile_000113,treatment,1,1
profile_000114,control,0,1
profile_000115,treatment,1,1
profile_000116,treatment,1,1
profile_000117,control,1,1
profile_000118,treatment,0,0
profile_000119,control,0,0
profile_000120,treatment,0,1
profile_000121,control,0,0
profile_000122,treatment,0,0
profile_000123,control,0,0
profile_000124,treatment,0,1
profile_000125,control,0,1
profile_000126,treatment,1,1
profile_000127,control,1,1
profile_000128,treatment,1,1
profile_000129,control,1,1
profile_000130,control,1,1
profile_000131,control,1,1
profile_000132,control,1,1
profile_000133,control,1,1
profile_000134,treatment,1,1
profile_000135,control,0,1
profile_000136,control,1,1
profile_000137,treatment,1,1
profile_000138,treatment,1,1
profile_000139,control,0,1
profile_000140,treatment,0,1
profile_000141,treatment,1,1
profile_000142,control,1,1
profile_000143,control,1,1
profile_000144,control,0,1
profile_000145,treatment,0,0
profile_000146,treatment,1,1
profile_000147,control,0,0
profile_000148,treatment,1,1
profile_000149,control,1,1
profile_000150,treatment,1,1
profile_000151,treatment,0,1
profile_000152,control,0,0
profile_000153,treatment,1,1
profile_000154,treatment,1,1
profile_000155,treatment,0,1
profile_000156,control,1,1
profile_000157,control,1,1
profile_000158,control,1,1
profile_000159,treatment,1,1
profile_000160,treatment,0,0
profile_000161,treatment,0,1
profile_000162,treatment,0,1
profile_000163,control,1,1
profile_000164,treatment,0,0
profile_000165,treatment,1,1
profile_000166,treatment,0,0
profile_000167,treatment,0,1
profile_000168,treatment,1,1
profile_000169,control,0,1
profile_000170,control,0,1
profile_000171,control,1,1
profile_000172,control,1,1
profile_000173,treatment,1,1
profile_000174,treatment,0,1
profile_000175,treatment,1,1
profile_000176,treatment,1,1
profile_000177,treatment,1,1
profile_000178,control,1,1
profile_000179,treatment,1,1
profile_000180,treatment,1,1
profile_000181,treatment,0,1
profile_000182,treatment,0,0
profile_000183,control,0,1
profile_000184,treatment,1,1
profile_000185,treatment,1,1
profile_000186,control,1,1
profile_000187,control,0,0
profile_000188,control,1,1
profile_000189,control,1,1
profile_000190,treatment,1,1
profile_000191,control,0,0
profile_000192,treatment,0,1
profile_000193,treatment,1,1
profile_000194,treatment,1,1
profile_000195,control,1,1
profile_000196,treatment,1,1
profile_000197,treatment,1,1
profile_000198,control,1,1
profile_000199,treatment,1,1
profile_000200,control,0,0
profile_000201,control,1,1
profile_000202,control,0,0
profile_000203,treatment,0,0
profile_000204,control,0,1
profile_000205,control,0,0
profile_000206,treatment,1,1
profile_000207,control,0,1
profile_000208,treatment,0,1
profile_000209,control,0,0
profile_000210,treatment,0,1
profile_000211,treatment,0,0
profile_000212,treatment,1,1
profile_000213,control,0,1
profile_000214,treatment,1,1
profile_000215,control,0,0
profile_000216,treatment,0,0
profile_000217,control,1,1
profile_000218,control,0,1
profile_000219,treatment,0,1
profile_000220,control,1,1
profile_000221,treatment,0,1
profile_000222,treatment,0,0
profile_000223,control,0,1
profile_000224,control,1,1
profile_000225,control,0,0
profile_000226,control,1,1
profile_000227,control,1,1
profile_000228,treatment,0,0
profile_000229,control,0,0
profile_000230,treatment,1,1
profile_000231,treatment,0,1
profile_000232,treatment,1,1
profile_000233,treatment,1,1
profile_000234,control,1,1
profile_000235,treatment,0,1
profile_000236,treatment,1,1
profile_000237,treatment,1,1
profile_000238,treatment,1,1
profile_000239,treatment,1,1
profile_000240,treatment,0,0
profile_000241,control,1,1
profile_000242,treatment,1,1
profile_000243,treatment,0,0
profile_000244,treatment,1,1
profile_000245,control,0,0
profile_000246,control,1,1
profile_000247,control,0,1
profile_000248,control,0,1
profile_000249,control,1,1
profile_000250,control,1,1
profile_000251,treatment,1,1
profile_000252,treatment,0,0
profile_000253,treatment,1,1
profile_000254,control,1,1
profile_000255,control,0,0
profile_000256,control,1,1
profile_000257,control,1,1
profile_000258,treatment,0,1
profile_000259,control,0,1
profile_000260,control,1,1
profile_000261,treatment,1,1
profile_000262,control,0,1
profile_000263,control,1,1
profile_000264,treatment,1,1
profile_000265,control,1,1
profile_000266,treatment,1,1
profile_000267,control,0,1
profile_000268,control,1,1
profile_000269,treatment,1,1
profile_000270,control,1,1
profile_000271,treatment,1,1
profile_000272,treatment,1,1
profile_000273,control,0,1
profile_000274,control,0,0
profile_000275,treatment,1,1
profile_000276,treatment,1,1
profile_000277,control,1,1
profile_000278,treatment,1,1
profile_000279,control,1,1
profile_000280,control,0,0
profile_000281,treatment,1,1
profile_000282,treatment,1,1
profile_000283,treatment,0,0
profile_000284,treatment,1,1
profile_000285,control,1,1
profile_000286,control,1,1
profile_000287,control,1,1
profile_000288,treatment,1,1
profile_000289,control,0,0
profile_000290,treatment,1,1
profile_000291,control,0,1
profile_000292,control,1,1
profile_000293,treatment,0,1
profile_000294,control,1,1
profile_000295,control,1,1
profile_000296,treatment,1,1
profile_000297,treatment,1,1
profile_000298,treatment,1,1
profile_000299,treatment,1,1
profile_000300,control,0,1
profile_000301,control,0,0
profile_000302,control,0,0
profile_000303,control,1,1
profile_000304,treatment,1,1
profile_000305,control,1,1
profile_000306,treatment,0,0
profile_000307,control,0,0
profile_000308,control,0,1
profile_000309,control,1,1
profile_000310,control,1,1
profile_000311,treatment,1,1
profile_000312,treatment,1,1
profile_000313,control,1,1
profile_000314,control,1,1
profile_000315,control,1,1
profile_000316,control,0,1
profile_000317,treatment,1,1
profile_000318,treatment,0,0
profile_000319,treatment,1,1
profile_000320,control,1,1
profile_000321,treatment,0,0
profile_000322,treatment,0,0
profile_000323,treatment,1,1
profile_000324,control,0,0
profile_000325,treatment,0,0
profile_000326,control,1,1
profile_000327,treatment,1,1
profile_000328,control,1,1
profile_000329,control,1,1
profile_000330,treatment,1,1
profile_000331,treatment,1,1
profile_000332,treatment,1,1
profile_000333,control,0,0
profile_000334,treatment,1,1
profile_000335,treatment,1,1
profile_000336,treatment,1,1
profile_000337,treatment,0,1
profile_000338,treatment,1,1
profile_000339,control,1,1
profile_000340,treatment,1,1
profile_000341,control,1,1
profile_000342,treatment,1,1
profile_000343,treatment,0,0
profile_000344,control,0,1
profile_000345,treatment,1,1
profile_000346,control,1,1
profile_000347,control,1,1
profile_000348,treatment,0,0
profile_000349,treatment,0,0
profile_000350,control,1,1
profile_000351,control,0,0
profile_000352,treatment,1,1
profile_000353,control,0,1
profile_000354,treatment,0,0
profile_000355,control,0,1
profile_000356,treatment,1,1
profile_000357,treatment,1,1
profile_000358,treatment,1,1
profile_000359,treatment,1,1
profile_000360,control,1,1
profile_000361,treatment,1,1
profile_000362,control,0,1
profile_000363,control,1,1
profile_000364,treatment,1,1
profile_000365,control,1,1
profile_000366,control,1,1
profile_000367,control,1,1
profile_000368,treatment,1,1
profile_000369,treatment,1,1
profile_000370,control,1,1
profile_000371,control,1,1
profile_000372,control,0,0
profile_000373,treatment,1,1
profile_000374,control,0,0
profile_000375,control,0,1
profile_000376,treatment,0,1
profile_000377,control,1,1
profile_000378,treatment,1,1
profile_000379,control,0,0
profile_000380,treatment,1,1
profile_000381,control,1,1
profile_000382,control,1,1
profile_000383,treatment,0,1
profile_000384,control,0,1
profile_000385,control,1,1
profile_000386,control,1,1
profile_000387,control,0,1
profile_000388,control,1,1
profile_000389,treatment,1,1
profile_000390,treatment,1,1
profile_000391,control,1,1
profile_000392,control,1,1
profile_000393,control,0,1
profile_000394,treatment,1,1
profile_000395,control,0,0
profile_000396,treatment,1,1
profile_000397,control,0,1
profile_000398,control,1,1
profile_000399,control,1,1
profile_000400,treatment,0,1
profile_000401,control,1,1
profile_000402,control,0,1
profile_000403,control,1,1
profile_000404,treatment,1,1
profile_000405,treatment,1,1
profile_000406,control,0,0
profile_000407,treatment,0,1
profile_000408,treatment,0,1
profile_000409,control,0,1
profile_000410,control,1,1
profile_000411,treatment,0,0
profile_000412,treatment,1,1
profile_000413,control,0,1
profile_000414,control,1,1
profile_000415,control,0,1
profile_000416,control,0,1
profile_000417,treatment,1,1
profile_000418,control,0,0
profile_000419,control,1,1
profile_000420,treatment,0,0
profile_000421,control,1,1
profile_000422,control,0,0
profile_000423,control,0,1
profile_000424,treatment,1,1
profile_000425,control,1,1
profile_000426,control,0,1
profile_000427,treatment,1,1
profile_000428,treatment,1,1
profile_000429,control,1,1
profile_000430,control,1,1
profile_000431,control,1,1
profile_000432,treatment,0,0
profile_000433,treatment,1,1
profile_000434,control,1,1
profile_000435,treatment,1,1
profile_000436,treatment,1,1
profile_000437,control,0,0
profile_000438,treatment,0,1
profile_000439,control,1,1
profile_000440,treatment,0,1
profile_000441,control,1,1
profile_000442,control,1,1
profile_000443,control,0,0
profile_000444,treatment,1,1
profile_000445,treatment,1,1
profile_000446,control,1,1
profile_000447,control,1,1
profile_000448,treatment,1,1
profile_000449,control,1,1
profile_000450,control,1,1
profile_000451,control,0,0
profile_000452,control,1,1
profile_000453,control,0,1
profile_000454,control,0,0
profile_000455,treatment,1,1
profile_000456,control,1,1
profile_000457,control,1,1
profile_000458,treatment,1,1
profile_000459,control,0,1
profile_000460,treatment,0,0
profile_000461,control,1,1
profile_000462,treatment,0,1
profile_000463,treatment,1,1
profile_000464,treatment,0,0
profile_000465,control,0,0
profile_000466,control,1,1
profile_000467,treatment,1,1
profile_000468,control,0,0
profile_000469,treatment,1,1
profile_000470,control,0,1
profile_000471,control,1,1
profile_000472,control,1,1
profile_000473,treatment,1,1
profile_000474,treatment,1,1
profile_000475,control,0,1
profile_000476,treatment,1,1
profile_000477,treatment,0,1
profile_000478,control,1,1
profile_000479,treatment,1,1
profile_000480,control,1,1
profile_000481,control,1,1
profile_000482,control,0,0
profile_000483,treatment,1,1
profile_000484,control,1,1
profile_000485,control,1,1
profile_000486,control,0,1
profile_000487,treatment,0,1
profile_000488,treatment,0,0
profile_000489,treatment,1,1
profile_000490,control,1,1
profile_000491,control,0,1
profile_000492,control,1,1
profile_000493,control,1,1
profile_000494,treatment,0,1
profile_000495,control,1,1
profile_000496,control,1,1
profile_000497,treatment,0,0
profile_000498,control,1,1
profile_000499,treatment,0,0
profile_000500,control,1,1
profile_000501,control,0,1
profile_000502,treatment,0,0
profile_000503,control,1,1
profile_000504,control,0,1
profile_000505,treatment,0,0
profile_000506,treatment,1,1
profile_000507,control,1,1
profile_000508,control,1,1
profile_000509,treatment,1,1
profile_000510,treatment,1,1
profile_000511,treatment,0,0
profile_000512,control,1,1
profile_000513,control,1,1
profile_000514,treatment,0,0
profile_000515,treatment,0,1
profile_000516,treatment,1,1
profile_000517,control,1,1
profile_000518,control,1,1
profile_000519,treatment,1,1
profile_000520,treatment,1,1
profile_000521,control,1,1
profile_000522,treatment,0,0
profile_000523,treatment,0,0
profile_000524,treatment,0,0
profile_000525,treatment,0,0
profile_000526,control,0,1
profile_000527,treatment,0,1
profile_000528,treatment,0,0
profile_000529,control,0,0
profile_000530,control,1,1
profile_000531,control,1,1
profile_000532,control,1,1
profile_000533,treatment,0,1
profile_000534,control,0,1
profile_000535,treatment,0,0
profile_000536,control,0,1
profile_000537,treatment,0,1
profile_000538,treatment,0,0
profile_000539,control,0,0
profile_000540,control,0,0
profile_000541,control,1,1
profile_000542,control,0,1
profile_000543,control,1,1
profile_000544,treatment,0,1
profile_000545,treatment,0,1
profile_000546,control,0,1
profile_000547,control,1,1
profile_000548,control,0,0
profile_000549,control,1,1
profile_000550,control,1,1
profile_000551,control,1,1
profile_000552,treatment,1,1
profile_000553,treatment,1,1
profile_000554,control,1,1
profile_000555,control,0,1
profile_000556,treatment,1,1
profile_000557,treatment,0,1
profile_000558,treatment,1,1
profile_000559,treatment,1,1
profile_000560,control,1,1
profile_000561,control,0,0
profile_000562,control,1,1
profile_000563,control,0,0
profile_000564,treatment,1,1
profile_000565,control,1,1
profile_000566,control,0,0
profile_000567,control,0,1
profile_000568,treatment,1,1
profile_000569,treatment,1,1
profile_000570,treatment,0,0
profile_000571,treatment,1,1
profile_000572,control,1,1
profile_000573,control,1,1
profile_000574,treatment,0,1
profile_000575,control,0,1
profile_000576,treatment,0,1
profile_000577,treatment,0,0
profile_000578,control,1,1
profile_000579,control,1,1
profile_000580,control,0,1
profile_000581,treatment,0,1
profile_000582,control,0,0
profile_000583,control,0,0
profile_000584,control,1,1
profile_000585,control,1,1
profile_000586,control,0,0
profile_000587,treatment,0,1
profile_000588,control,0,0
profile_000589,control,1,1
profile_000590,control,0,0
profile_000591,control,0,0
profile_000592,treatment,1,1
profile_000593,treatment,0,0
profile_000594,treatment,1,1
profile_000595,control,1,1
profile_000596,treatment,0,0
profile_000597,treatment,0,1
profile_000598,control,1,1
profile_000599,control,1,1
profile_000600,treatment,0,1
profile_000601,control,0,0
profile_000602,control,0,1
profile_000603,treatment,1,1
profile_000604,treatment,1,1
profile_000605,treatment,1,1
profile_000606,treatment,0,1
profile_000607,control,0,0
profile_000608,control,1,1
profile_000609,control,1,1
profile_000610,treatment,1,1
profile_000611,control,1,1
profile_000612,control,0,0
profile_000613,treatment,1,1
profile_000614,treatment,1,1
profile_000615,treatment,0,1
profile_000616,control,1,1
profile_000617,treatment,0,1
profile_000618,treatment,1,1
profile_000619,control,0,1
profile_000620,control,1,1
profile_000621,treatment,0,1
profile_000622,treatment,1,1
profile_000623,control,0,0
profile_000624,treatment,1,1
profile_000625,control,1,1
profile_000626,treatment,0,1
profile_000627,control,1,1
profile_000628,treatment,1,1
profile_000629,control,1,1
profile_000630,control,1,1
profile_000631,treatment,1,1
profile_000632,treatment,0,1
profile_000633,treatment,0,0
profile_000634,control,1,1
profile_000635,control,1,1
profile_000636,treatment,0,1
profile_000637,treatment,1,1
profile_000638,control,1,1
profile_000639,control,0,1
profile_000640,treatment,0,1
profile_000641,treatment,0,1
profile_000642,treatment,1,1
profile_000643,treatment,0,1
profile_000644,treatment,0,1
profile_000645,control,1,1
profile_000646,treatment,0,0
profile_000647,treatment,0,0
profile_000648,treatment,1,1
profile_000649,control,1,1
profile_000650,control,1,1
profile_000651,treatment,1,1
profile_000652,control,1,1
profile_000653,treatment,1,1
profile_000654,treatment,1,1
profile_000655,treatment,0,0
profile_000656,control,1,1
profile_000657,treatment,0,0
profile_000658,control,0,0
profile_000659,treatment,0,0
profile_000660,control,1,1
profile_000661,treatment,1,1
profile_000662,control,0,0
profile_000663,treatment,1,1
profile_000664,treatment,0,0
profile_000665,control,1,1
profile_000666,treatment,0,0
profile_000667,control,1,1
profile_000668,control,1,1
profile_000669,treatment,0,1
profile_000670,treatment,0,1
profile_000671,treatment,1,1
profile_000672,control,1,1
profile_000673,control,1,1
profile_000674,control,1,1
profile_000675,treatment,0,1
profile_000676,control,1,1
profile_000677,treatment,1,1
profile_000678,treatment,1,1
profile_000679,control,0,0
profile_000680,treatment,0,0
profile_000681,treatment,1,1
profile_000682,control,0,0
profile_000683,control,0,1
profile_000684,control,1,1
profile_000685,treatment,1,1
profile_000686,treatment,0,1
profile_000687,control,0,0
profile_000688,control,0,0
profile_000689,control,1,1
profile_000690,control,1,1
profile_000691,treatment,1,1
profile_000692,treatment,0,0
profile_000693,treatment,1,1
profile_000694,control,1,1
profile_000695,control,0,0
profile_000696,treatment,1,1
profile_000697,treatment,0,0
profile_000698,control,1,1
profile_000699,treatment,1,1
profile_000700,treatment,1,1
profile_000701,control,1,1
profile_000702,treatment,0,1
profile_000703,treatment,0,0
profile_000704,treatment,1,1
profile_000705,control,0,1
profile_000706,treatment,1,1
profile_000707,control,1,1
profile_000708,treatment,1,1
profile_000709,treatment,0,1
profile_000710,control,0,0
profile_000711,treatment,0,0
profile_000712,control,1,1
profile_000713,treatment,0,1
profile_000714,treatment,0,1
profile_000715,control,1,1
profile_000716,treatment,1,1
profile_000717,control,1,1
profile_000718,control,1,1
profile_000719,treatment,1,1
profile_000720,treatment,1,1
profile_000721,control,1,1
profile_000722,control,1,1
profile_000723,control,1,1
profile_000724,treatment,0,0
profile_000725,control,1,1
profile_000726,treatment,0,0
profile_000727,control,1,1
profile_000728,treatment,1,1
profile_000729,treatment,1,1
profile_000730,treatment,0,1
profile_000731,control,1,1
profile_000732,control,0,1
profile_000733,treatment,1,1
profile_000734,control,0,1
profile_000735,control,0,0
profile_000736,control,1,1
profile_000737,control,1,1
profile_000738,control,0,1
profile_000739,control,1,1
profile_000740,control,1,1
profile_000741,control,0,0
profile_000742,control,0,1
profile_000743,treatment,0,0
profile_000744,treatment,1,1
profile_000745,treatment,1,1
profile_000746,control,1,1
profile_000747,control,1,1
profile_000748,treatment,0,1
profile_000749,control,0,1
profile_000750,treatment,1,1
profile_000751,treatment,0,1
profile_000752,treatment,1,1
profile_000753,control,1,1
profile_000754,control,1,1
profile_000755,control,1,1
profile_000756,control,0,0
profile_000757,control,1,1
profile_000758,control,0,0
profile_000759,treatment,0,0
profile_000760,control,1,1
profile_000761,treatment,1,1
profile_000762,control,0,0
profile_000763,treatment,0,1
profile_000764,treatment,1,1
profile_000765,treatment,1,1
profile_000766,control,0,1
profile_000767,treatment,1,1
profile_000768,control,1,1
profile_000769,treatment,1,1
profile_000770,treatment,0,1
profile_000771,control,0,1
profile_000772,control,0,0
profile_000773,treatment,0,0
profile_000774,control,1,1
profile_000775,treatment,0,1
profile_000776,control,0,1
profile_000777,treatment,1,1
profile_000778,treatment,1,1
profile_000779,treatment,0,1
profile_000780,control,0,1
profile_000781,treatment,1,1
profile_000782,treatment,0,1
profile_000783,treatment,1,1
profile_000784,treatment,0,0
profile_000785,treatment,1,1
profile_000786,control,1,1
profile_000787,treatment,1,1
profile_000788,treatment,0,1
profile_000789,treatment,1,1
profile_000790,control,1,1
profile_000791,treatment,0,1
profile_000792,treatment,1,1
profile_000793,control,1,1
profile_000794,control,1,1
profile_000795,control,1,1
profile_000796,treatment,1,1
profile_000797,control,0,0
profile_000798,control,1,1
profile_000799,treatment,1,1
profile_000800,treatment,1,1
profile_000801,control,1,1
profile_000802,control,0,0
profile_000803,control,0,0
profile_000804,control,0,0
profile_000805,control,1,1
profile_000806,treatment,0,1
profile_000807,control,1,1
profile_000808,treatment,0,0
profile_000809,treatment,0,1
profile_000810,control,1,1
profile_000811,control,0,0
profile_000812,treatment,0,1
profile_000813,control,1,1
profile_000814,control,1,1
profile_000815,treatment,1,1
profile_000816,treatment,1,1
profile_000817,treatment,0,1
profile_000818,control,1,1
profile_000819,treatment,1,1
profile_000820,treatment,1,1
profile_000821,control,0,1
profile_000822,control,0,0
profile_000823,control,0,1
profile_000824,control,0,1
profile_000825,control,0,0
profile_000826,control,1,1
profile_000827,control,0,0
profile_000828,treatment,1,1
profile_000829,treatment,1,1
profile_000830,control,1,1
profile_000831,control,0,0
profile_000832,treatment,0,1
profile_000833,treatment,1,1
profile_000834,treatment,0,1
profile_000835,control,0,0
profile_000836,treatment,1,1
profile_000837,control,1,1
profile_000838,control,1,1
profile_000839,control,1,1
profile_000840,treatment,1,1
profile_000841,treatment,1,1
profile_000842,treatment,0,1
profile_000843,treatment,0,1
profile_000844,control,0,0
profile_000845,control,1,1
profile_000846,treatment,1,1
profile_000847,treatment,1,1
profile_000848,control,1,1
profile_000849,control,1,1
profile_000850,treatment,1,1
profile_000851,treatment,1,1
profile_000852,treatment,0,0
profile_000853,control,1,1
profile_000854,treatment,0,1
profile_000855,treatment,1,1
profile_000856,treatment,0,1
profile_000857,treatment,0,1
profile_000858,control,1,1
profile_000859,treatment,1,1
profile_000860,treatment,1,1
profile_000861,control,1,1
profile_000862,control,1,1
profile_000863,control,0,1
profile_000864,control,0,0
profile_000865,treatment,1,1
profile_000866,control,0,1
profile_000867,control,0,0
profile_000868,control,1,1
profile_000869,treatment,0,1
profile_000870,treatment,0,1
profile_000871,control,0,1
profile_000872,treatment,1,1
profile_000873,treatment,1,1
profile_000874,treatment,0,0
profile_000875,treatment,1,1
profile_000876,treatment,0,0
profile_000877,control,0,1
profile_000878,control,1,1
profile_000879,control,0,0
profile_000880,control,1,1
profile_000881,control,0,0
profile_000882,control,1,1
profile_000883,treatment,1,1
profile_000884,treatment,0,1
profile_000885,control,1,1
profile_000886,control,1,1
profile_000887,treatment,0,1
profile_000888,treatment,0,0
profile_000889,treatment,1,1
profile_000890,treatment,1,1
profile_000891,treatment,0,0
profile_000892,control,0,0
profile_000893,control,0,0
profile_000894,control,1,1
profile_000895,treatment,0,1
profile_000896,treatment,1,1
profile_000897,control,1,1
profile_000898,control,0,1
profile_000899,control,0,1
profile_000900,control,1,1
profile_000901,treatment,0,1
profile_000902,control,1,1
profile_000903,control,1,1
profile_000904,control,1,1
profile_000905,control,0,0
profile_000906,control,1,1
profile_000907,treatment,1,1
profile_000908,treatment,0,1
profile_000909,control,0,0
profile_000910,control,1,1
profile_000911,treatment,0,1
profile_000912,control,0,1
profile_000913,control,1,1
profile_000914,control,0,1
profile_000915,control,0,1
profile_000916,control,1,1
profile_000917,control,0,1
profile_000918,control,1,1
profile_000919,treatment,1,1
profile_000920,control,0,1
profile_000921,control,0,1
profile_000922,control,1,1
profile_000923,control,1,1
profile_000924,control,1,1
profile_000925,treatment,1,1
profile_000926,treatment,0,1
profile_000927,control,0,1
profile_000928,treatment,0,1
profile_000929,treatment,1,1
profile_000930,treatment,1,1
profile_000931,control,0,1
profile_000932,control,0,1
profile_000933,treatment,0,1
profile_000934,control,1,1
profile_000935,control,1,1
profile_000936,treatment,0,1
profile_000937,treatment,1,1
profile_000938,treatment,1,1
profile_000939,treatment,0,0
profile_000940,treatment,1,1
profile_000941,control,1,1
profile_000942,control,1,1
profile_000943,control,0,1
profile_000944,control,1,1
profile_000945,control,0,1
profile_000946,treatment,0,0
profile_000947,treatment,1,1
profile_000948,treatment,0,1
profile_000949,treatment,0,1
profile_000950,control,1,1
profile_000951,control,0,0
profile_000952,treatment,1,1
profile_000953,treatment,0,1
profile_000954,control,1,1
profile_000955,control,0,1
profile_000956,treatment,1,1
profile_000957,control,1,1
profile_000958,treatment,0,1
profile_000959,treatment,1,1
profile_000960,treatment,1,1
profile_000961,control,0,0
profile_000962,control,1,1
profile_000963,control,0,1
profile_000964,treatment,1,1
profile_000965,control,1,1
profile_000966,treatment,0,1
profile_000967,treatment,1,1
profile_000968,treatment,0,0
profile_000969,control,0,0
profile_000970,treatment,0,1
profile_000971,control,0,1
profile_000972,control,1,1
profile_000973,treatment,0,1
profile_000974,treatment,1,1
profile_000975,treatment,1,1
profile_000976,control,1,1
profile_000977,treatment,0,0
profile_000978,treatment,1,1
profile_000979,control,0,1
profile_000980,control,0,1
profile_000981,control,0,0
profile_000982,control,0,1
profile_000983,control,0,0
profile_000984,control,1,1
profile_000985,control,0,0
profile_000986,treatment,0,0
profile_000987,control,1,1
profile_000988,treatment,1,1
profile_000989,control,0,1
profile_000990,treatment,1,1
profile_000991,treatment,1,1
profile_000992,control,0,1
profile_000993,control,1,1
profile_000994,treatment,0,1
profile_000995,control,0,0
profile_000996,control,0,1
profile_000997,treatment,0,0
profile_000998,treatment,0,1
profile_000999,control,1,1
profile_001000,treatment,0,1
profile_001001,treatment,1,1
profile_001002,treatment,1,1
profile_001003,control,0,0
profile_001004,treatment,1,1
profile_001005,control,1,1
profile_001006,treatment,0,0
profile_001007,control,1,1
profile_001008,control,1,1
profile_001009,control,0,0
profile_001010,treatment,0,0
profile_001011,control,0,0
profile_001012,treatment,0,0
profile_001013,treatment,0,0
profile_001014,treatment,1,1
profile_001015,treatment,0,1
profile_001016,treatment,1,1
profile_001017,control,1,1
profile_001018,treatment,0,0
profile_001019,treatment,1,1
profile_001020,treatment,0,0
profile_001021,control,1,1
profile_001022,control,0,0
profile_001023,control,1,1
profile_001024,control,1,1
profile_001025,treatment,0,1
profile_001026,control,1,1
profile_001027,treatment,0,1
profile_001028,control,0,0
profile_001029,control,0,0
profile_001030,control,0,0
profile_001031,control,0,0
profile_001032,control,1,1
profile_001033,control,0,1
profile_001034,control,1,1
profile_001035,treatment,1,1
profile_001036,treatment,1,1
profile_001037,control,1,1
profile_001038,treatment,1,1
profile_001039,treatment,0,1
profile_001040,control,0,0
profile_001041,treatment,1,1
profile_001042,treatment,0,1
profile_001043,treatment,1,1
profile_001044,treatment,1,1
profile_001045,treatment,0,1
profile_001046,control,1,1
profile_001047,treatment,1,1
profile_001048,control,1,1
profile_001049,treatment,0,1
profile_001050,treatment,0,1
profile_001051,treatment,1,1
profile_001052,control,0,1
profile_001053,treatment,1,1
profile_001054,treatment,0,0
profile_001055,control,0,1
profile_001056,control,1,1
profile_001057,control,0,0
profile_001058,treatment,1,1
profile_001059,control,1,1
profile_001060,treatment,1,1
profile_001061,treatment,1,1
profile_001062,control,1,1
profile_001063,control,1,1
profile_001064,control,0,1
profile_001065,control,1,1
profile_001066,treatment,0,1
profile_001067,control,1,1
profile_001068,control,1,1
profile_001069,control,0,1
profile_001070,control,0,1
profile_001071,treatment,0,1
profile_001072,control,0,0
profile_001073,control,1,1
profile_001074,control,1,1
profile_001075,treatment,0,0
profile_001076,control,1,1
profile_001077,treatment,1,1
