profile_id,variant,timely_success,eventual_success
profile_000186,control,0,1
profile_000187,control,1,1
profile_000188,treatment,0,0
profile_000189,control,0,1
profile_000190,control,1,1
profile_000191,treatment,0,1
profile_000192,treatment,0,0
profile_000193,control,1,1
profile_000194,treatment,1,1
profile_000195,treatment,1,1
profile_000196,treatment,0,0
profile_000197,treatment,1,1
profile_000198,treatment,0,0
profile_000199,control,0,1
profile_000200,control,1,1
profile_000201,treatment,0,1
profile_000202,treatment,0,0
profile_000203,control,0,0
profile_000204,treatment,0,0
profile_000205,treatment,1,1
profile_000206,treatment,0,1
profile_000207,control,0,0
profile_000208,treatment,1,1
profile_000209,treatment,1,1
profile_000210,treatment,0,0
profile_000211,control,0,1
profile_000212,control,1,1
profile_000213,treatment,1,1
profile_000214,treatment,0,1
profile_000215,treatment,0,0
profile_000216,control,1,1
profile_000217,treatment,1,1
profile_000218,treatment,1,1
profile_000219,control,1,1
profile_000220,control,1,1
profile_000221,control,0,1
profile_000222,control,1,1
profile_000223,treatment,0,0
profile_000224,treatment,1,1
profile_000225,treatment,0,1
profile_000226,treatment,1,1
profile_000227,treatment,1,1
profile_000228,control,1,1
profile_000229,control,1,1
profile_000230,treatment,0,0
profile_000231,treatment,1,1
profile_000232,treatment,0,1
profile_000233,treatment,1,1
profile_000234,control,1,1
profile_000235,control,1,1
profile_000236,control,1,1
profile_000237,control,1,1
profile_000238,control,0,0
profile_000239,treatment,0,1
profile_000240,control,1,1
profile_000241,treatment,0,0
profile_000242,control,1,1
profile_000243,treatment,1,1
profile_000244,treatment,0,1
profile_000245,treatment,0,1
profile_000246,control,1,1
profile_000247,treatment,1,1
profile_000248,treatment,1,1
profile_000249,control,1,1
profile_000250,control,0,0
profile_000251,control,1,1
profile_000252,treatment,1,1
profile_000253,treatment,0,1
profile_000254,control,1,1
profile_000255,treatment,1,1
profile_000256,treatment,0,1
profile_000257,treatment,1,1
profile_000258,control,0,1
profile_000259,treatment,1,1
profile_000260,treatment,1,1
profile_000261,control,1,1
profile_000262,treatment,1,1
profile_000263,control,0,0
profile_000264,treatment,1,1
profile_000265,control,1,1
profile_000266,treatment,1,1
profile_000267,control,1,1
profile_000268,treatment,0,0
profile_000269,control,0,0
profile_000270,treatment,1,1
profile_000271,control,1,1
profile_000272,treatment,1,1
profile_000273,control,1,1
profile_000274,control,0,0
profile_000275,treatment,1,1
profile_000276,control,1,1
profile_000277,treatment,1,1
profile_000278,control,0,0
profile_000279,treatment,0,1
profile_000280,treatment,0,0
profile_000281,treatment,1,1
profile_000282,control,1,1
profile_000283,control,1,1
profile_000284,control,0,1
profile_000285,control,1,1
profile_000286,control,0,1
profile_000287,treatment,1,1
profile_000288,treatment,1,1
profile_000289,treatment,1,1
profile_000290,control,0,0
profile_000291,treatment,1,1
profile_000292,treatment,1,1
profile_000293,treatment,0,0
profile_000294,control,1,1
profile_000295,treatment,1,1
profile_000296,control,0,1
profile_000297,control,0,0
profile_000298,control,1,1
profile_000299,control,1,1
profile_000300,treatment,1,1
profile_000301,treatment,1,1
profile_000302,treatment,1,1
profile_000303,treatment,1,1
profile_000304,control,0,1
profile_000305,control,0,1
profile_000306,treatment,0,1
profile_000307,treatment,0,1
profile_000308,treatment,0,1
profile_000309,treatment,0,1
profile_000310,treatment,1,1
profile_000311,control,1,1
profile_000312,control,1,1
profile_000313,control,1,1
profile_000314,control,1,1
profile_000315,control,1,1
profile_000316,control,1,1
profile_000317,control,0,1
profile_000318,treatment,1,1
profile_000319,control,0,0
profile_000320,control,1,1
profile_000321,treatment,1,1
profile_000322,treatment,0,0
profile_000323,treatment,1,1
profile_000324,control,0,0
profile_000325,treatment,1,1
profile_000326,control,1,1
profile_000327,treatment,1,1
profile_000328,control,0,0
profile_000329,treatment,0,1
profile_000330,treatment,1,1
profile_000331,control,1,1
profile_000332,treatment,1,1
profile_000333,treatment,0,1
profile_000334,treatment,1,1
profile_000335,control,1,1
profile_000336,treatment,1,1
profile_000337,treatment,1,1
profile_000338,control,1,1
profile_000339,control,0,0
profile_000340,treatment,0,1
profile_000341,treatment,1,1
profile_000342,control,0,1
profile_000343,control,0,0
profile_000344,control,0,0
profile_000345,control,0,0
profile_000346,treatment,1,1
profile_000347,treatment,0,1
profile_000348,treatment,0,0
profile_000349,treatment,1,1
profile_000350,control,1,1
profile_000351,treatment,1,1
profile_000352,treatment,1,1
profile_000353,control,1,1
profile_000354,control,1,1
profile_000355,treatment,1,1
profile_000356,control,1,1
profile_000357,control,0,1
profile_000358,control,0,0
profile_000359,treatment,1,1
profile_000360,control,1,1
profile_000361,treatment,1,1
profile_000362,control,0,0
profile_000363,treatment,1,1
profile_000364,treatment,1,1
profile_000365,control,0,0
profile_000366,treatment,1,1
profile_000367,treatment,0,0
profile_000368,control,1,1
profile_000369,treatment,0,0
profile_000370,treatment,1,1
profile_000371,control,1,1
profile_000372,treatment,1,1
profile_000373,control,0,0
profile_000374,control,0,1
profile_000375,treatment,1,1
profile_000376,treatment,1,1
profile_000377,treatment,0,1
profile_000378,treatment,1,1
profile_000379,control,0,0
profile_000380,control,0,1
profile_000381,control,1,1
profile_000382,control,0,0
profile_000383,control,0,0
profile_000384,control,1,1
profile_000385,control,0,0
profile_000386,control,1,1
profile_000387,control,1,1
profile_000388,control,0,0
profile_000389,treatment,1,1
profile_000390,control,0,0
profile_000391,treatment,1,1
profile_000392,control,1,1
profile_000393,control,1,1
profile_000394,treatment,1,1
profile_000395,treatment,1,1
profile_000396,control,0,1
profile_000397,control,1,1
profile_000398,treatment,0,0
profile_000399,treatment,0,0
profile_000400,treatment,1,1
profile_000401,control,0,0
profile_000402,control,0,0
profile_000403,control,1,1
profile_000404,treatment,1,1
profile_000405,control,0,1
profile_000406,treatment,1,1
profile_000407,treatment,1,1
profile_000408,treatment,1,1
profile_000409,control,1,1
profile_000410,control,0,1
profile_000411,control,0,1
profile_000412,control,1,1
profile_000413,treatment,0,1
profile_000414,treatment,1,1
profile_000415,control,1,1
profile_000416,control,1,1
profile_000417,control,1,1
profile_000418,control,1,1
profile_000419,treatment,0,0
profile_000420,control,1,1
profile_000421,control,1,1
profile_000422,treatment,1,1
profile_000423,treatment,1,1
profile_000424,treatment,1,1
profile_000425,treatment,0,1
profile_000426,treatment,0,0
profile_000427,treatment,1,1
profile_000428,treatment,0,0
profile_000429,treatment,0,0
profile_000430,treatment,0,1
profile_000431,treatment,1,1
profile_000432,control,0,1
profile_000433,control,1,1
profile_000434,control,1,1
profile_000435,control,1,1
profile_000436,control,0,0
profile_000437,control,0,1
profile_000438,treatment,1,1
profile_000439,treatment,0,0
profile_000440,treatment,1,1
profile_000441,control,1,1
profile_000442,control,0,1
profile_000443,control,1,1
profile_000444,treatment,1,1
profile_000445,control,1,1
profile_000446,control,0,1
profile_000447,control,1,1
profile_000448,treatment,1,1
profile_000449,control,0,1
profile_000450,control,0,0
profile_000451,treatment,0,0
profile_000452,treatment,1,1
profile_000453,treatment,0,1
profile_000454,treatment,1,1
profile_000455,treatment,1,1
profile_000456,treatment,0,0
profile_000457,control,1,1
profile_000458,control,1,1
profile_000459,treatment,0,0
profile_000460,control,0,1
profile_000461,control,1,1
profile_000462,treatment,1,1
profile_000463,treatment,1,1
profile_000464,treatment,0,0
profile_000465,treatment,1,1
profile_000466,control,1,1
profile_000467,treatment,0,0
profile_000468,treatment,0,0
profile_000469,control,0,1
profile_000470,control,0,1
profile_000471,treatment,0,0
profile_000472,treatment,0,0
profile_000473,control,1,1
profile_000474,treatment,1,1
profile_000475,control,1,1
profile_000476,treatment,1,1
profile_000477,treatment,1,1
profile_000478,treatment,1,1
profile_000479,control,1,1
profile_000480,treatment,0,0
profile_000481,control,0,1
profile_000482,treatment,1,1
profile_000483,control,1,1
profile_000484,treatment,1,1
profile_000485,control,0,1
profile_000486,control,0,1
profile_000487,treatment,1,1
profile_000488,control,1,1
profile_000489,treatment,1,1
profile_000490,control,0,1
profile_000491,treatment,1,1
profile_000492,treatment,1,1
profile_000493,treatment,0,0
profile_000494,control,1,1
profile_000495,treatment,1,1
profile_000496,treatment,0,0
profile_000497,treatment,1,1
profile_000498,treatment,0,0
profile_000499,control,1,1
profile_000500,control,1,1
profile_000501,control,0,0
profile_000502,control,0,0
profile_000503,treatment,1,1
profile_000504,treatment,0,1
profile_000505,control,1,1
profile_000506,treatment,1,1
profile_000507,treatment,0,0
profile_000508,control,0,1
profile_000509,control,1,1
profile_000510,treatment,1,1
profile_000511,control,1,1
profile_000512,treatment,0,0
profile_000513,treatment,1,1
profile_000514,control,1,1
profile_000515,treatment,1,1
profile_000516,treatment,1,1
profile_000517,control,1,1
profile_000518,control,1,1
profile_000519,control,1,1
profile_000520,control,0,1
profile_000521,treatment,0,0
profile_000522,treatment,0,1
profile_000523,control,1,1
profile_000524,control,0,0
profile_000525,treatment,1,1
profile_000526,treatment,1,1
profile_000527,treatment,0,0
profile_000528,control,1,1
profile_000529,control,0,0
profile_000530,control,1,1
profile_000531,treatment,1,1
profile_000532,control,0,0
profile_000533,control,0,1
profile_000534,treatment,0,0
profile_000535,treatment,1,1
profile_000536,control,1,1
profile_000537,control,0,1
profile_000538,control,1,1
profile_000539,control,0,0
profile_000540,control,1,1
profile_000541,treatment,1,1
profile_000542,treatment,1,1
profile_000543,treatment,0,1
profile_000544,control,1,1
profile_000545,control,1,1
profile_000546,control,0,1
profile_000547,treatment,0,0
profile_000548,treatment,0,0
profile_000549,treatment,0,1
profile_000550,control,1,1
profile_000551,treatment,1,1
profile_000552,control,1,1
profile_000553,treatment,1,1
profile_000554,control,0,1
profile_000555,control,1,1
profile_000556,treatment,1,1
profile_000557,control,1,1
profile_000558,treatment,0,0
profile_000559,treatment,1,1
profile_000560,treatment,1,1
profile_000561,treatment,1,1
profile_000562,control,1,1
profile_000563,treatment,1,1
profile_000564,control,0,1
profile_000565,treatment,1,1
profile_000566,control,0,1
profile_000567,treatment,0,1
profile_000568,control,1,1
profile_000569,treatment,1,1
profile_000570,treatment,1,1
profile_000571,control,1,1
profile_000572,control,1,1
profile_000573,control,0,1
profile_000574,treatment,1,1
profile_000575,treatment,1,1
profile_000576,control,1,1
profile_000577,control,1,1
profile_000578,treatment,1,1
profile_000579,treatment,1,1
profile_000580,treatment,0,1
profile_000581,treatment,0,0
profile_000582,treatment,0,0
profile_000583,control,1,1
profile_000584,treatment,1,1
profile_000585,treatment,1,1
profile_000586,control,0,0
profile_000587,control,1,1
profile_000588,control,1,1
profile_000589,control,0,1
profile_000590,treatment,1,1
profile_000591,treatment,1,1
profile_000592,control,1,1
profile_000593,control,1,1
profile_000594,treatment,1,1
profile_000595,control,1,1
profile_000596,control,0,0
profile_000597,control,1,1
profile_000598,treatment,1,1
profile_000599,treatment,0,0
profile_000600,treatment,1,1
profile_000601,control,0,1
profile_000602,treatment,1,1
profile_000603,control,0,1
profile_000604,control,1,1
profile_000605,treatment,1,1
profile_000606,control,0,0
profile_000607,control,0,1
profile_000608,treatment,1,1
profile_000609,control,1,1
profile_000610,control,1,1
profile_000611,control,0,0
profile_000612,control,0,0
profile_000613,treatment,1,1
profile_000614,control,1,1
profile_000615,control,1,1
profile_000616,control,1,1
profile_000617,treatment,0,0
profile_000618,control,1,1
profile_000619,treatment,0,1
profile_000620,treatment,0,0
profile_000621,treatment,0,0
profile_000622,treatment,0,0
profile_000623,treatment,0,0
profile_000624,control,1,1
profile_000625,control,0,0
profile_000626,control,1,1
profile_000627,treatment,1,1
profile_000628,treatment,1,1
profile_000629,treatment,1,1
profile_000630,control,1,1
profile_000631,treatment,1,1
profile_000632,control,0,1
profile_000633,control,1,1
profile_000634,treatment,0,0
profile_000635,control,1,1
profile_000636,treatment,1,1
profile_000637,treatment,0,1
profile_000638,control,1,1
profile_000639,control,1,1
profile_000640,control,0,1
profile_000641,control,1,1
profile_000642,control,1,1
profile_000643,control,0,0
profile_000644,control,1,1
profile_000645,treatment,0,0
profile_000646,treatment,0,0
profile_000647,control,0,0
profile_000648,control,1,1
profile_000649,control,0,1
profile_000650,control,1,1
profile_000651,control,1,1
profile_000652,control,1,1
profile_000653,treatment,1,1
profile_000654,control,1,1
profile_000655,treatment,1,1
profile_000656,treatment,1,1
profile_000657,control,1,1
profile_000658,control,1,1
profile_000659,control,0,1
profile_000660,treatment,1,1
profile_000661,treatment,0,0
profile_000662,treatment,1,1
profile_000663,control,1,1
profile_000664,treatment,1,1
profile_000665,treatment,1,1
profile_000666,control,1,1
profile_000667,treatment,0,1
profile_000668,treatment,1,1
profile_000669,treatment,1,1
profile_000670,control,1,1
profile_000671,control,1,1
profile_000672,control,0,1
profile_000673,control,1,1
profile_000674,treatment,0,0
profile_000675,control,0,0
profile_000676,control,1,1
profile_000677,treatment,1,1
profile_000678,control,1,1
profile_000679,control,1,1
profile_000680,treatment,0,0
profile_000681,control,1,1
profile_000682,treatment,1,1
profile_000683,control,0,0
profile_000684,control,0,0
profile_000685,control,1,1
profile_000686,control,0,1
profile_000687,treatment,0,0
profile_000688,control,1,1
profile_000689,control,1,1
profile_000690,control,1,1
profile_000691,treatment,1,1
profile_000692,control,1,1
profile_000693,control,1,1
profile_000694,control,1,1
profile_000695,control,1,1
profile_000696,treatment,1,1
profile_000697,treatment,1,1
profile_000698,treatment,1,1
profile_000699,treatment,1,1
profile_000700,treatment,0,0
profile_000701,treatment,0,0
profile_000702,treatment,1,1
profile_000703,control,1,1
profile_000704,treatment,1,1
profile_000705,treatment,1,1
profile_000706,control,1,1
profile_000707,treatment,1,1
profile_000708,treatment,1,1
profile_000709,control,0,0
profile_000710,treatment,1,1
profile_000711,treatment,1,1
profile_000712,control,1,1
profile_000713,control,1,1
profile_000714,treatment,1,1
profile_000715,control,1,1
profile_000716,treatment,1,1
profile_000717,treatment,1,1
profile_000718,control,1,1
profile_000719,control,1,1
profile_000720,control,0,1
profile_000721,control,1,1
profile_000722,treatment,0,1
profile_000723,control,1,1
profile_000724,control,0,0
profile_000725,treatment,1,1
profile_000726,treatment,1,1
profile_000727,control,1,1
profile_000728,control,1,1
profile_000729,treatment,0,1
profile_000730,treatment,0,1
profile_000731,treatment,1,1
profile_000732,control,0,0
profile_000733,control,0,1
profile_000734,treatment,0,0
profile_000735,control,0,0
profile_000736,control,0,1
profile_000737,control,1,1
profile_000738,control,1,1
profile_000739,control,0,1
profile_000740,treatment,1,1
profile_000741,treatment,1,1
profile_000742,treatment,1,1
profile_000743,treatment,1,1
profile_000744,treatment,1,1
profile_000745,treatment,0,1
profile_000746,treatment,0,0
profile_000747,control,1,1
profile_000748,control,1,1
profile_000749,control,0,1
profile_000750,control,1,1
profile_000751,treatment,0,1
profile_000752,control,0,0
profile_000753,control,1,1
profile_000754,control,0,0
profile_000755,control,0,1
profile_000756,control,1,1
profile_000757,treatment,0,1
profile_000758,treatment,1,1
profile_000759,control,0,1
profile_000760,treatment,1,1
profile_000761,control,1,1
profile_000762,control,1,1
profile_000763,treatment,0,0
profile_000764,control,1,1
profile_000765,control,1,1
profile_000766,control,0,1
profile_000767,treatment,1,1
profile_000768,treatment,1,1
profile_000769,control,0,1
profile_000770,control,0,0
profile_000771,control,1,1
profile_000772,treatment,0,0
profile_000773,treatment,0,0
profile_000774,treatment,0,0
profile_000775,control,1,1
profile_000776,treatment,0,0
profile_000777,treatment,1,1
profile_000778,control,1,1
profile_000779,treatment,1,1
profile_000780,control,0,1
profile_000781,control,1,1
profile_000782,control,1,1
profile_000783,treatment,0,1
profile_000784,treatment,1,1
profile_000785,treatment,0,0
profile_000786,treatment,1,1
profile_000787,control,1,1
profile_000788,control,0,1
profile_000789,control,1,1
profile_000790,treatment,0,0
profile_000791,treatment,0,0
profile_000792,treatment,0,0
profile_000793,treatment,1,1
profile_000794,control,1,1
profile_000795,treatment,1,1
profile_000796,treatment,0,0
profile_000797,treatment,1,1
profile_000798,control,0,0
profile_000799,control,1,1
profile_000800,control,1,1
profile_000801,treatment,1,1
profile_000802,control,1,1
profile_000803,treatment,1,1
profile_000804,treatment,1,1
profile_000805,treatment,1,1
profile_000806,treatment,0,0
profile_000807,treatment,1,1
profile_000808,treatment,1,1
profile_000809,treatment,1,1
profile_000810,treatment,1,1
profile_000811,treatment,1,1
profile_000812,control,1,1
profile_000813,control,1,1
profile_000814,treatment,1,1
profile_000815,control,0,1
profile_000816,treatment,1,1
profile_000817,treatment,1,1
profile_000818,control,1,1
profile_000819,control,1,1
profile_000820,treatment,1,1
profile_000821,control,0,0
profile_000822,control,1,1
profile_000823,treatment,1,1
profile_000824,control,1,1
profile_000825,control,0,0
profile_000826,control,0,1
profile_000827,control,0,1
profile_000828,control,0,0
profile_000829,treatment,1,1
profile_000830,treatment,0,1
profile_000831,treatment,1,1
profile_000832,treatment,1,1
profile_000833,treatment,1,1
profile_000834,control,0,0
profile_000835,treatment,0,1
profile_000836,control,1,1
profile_000837,control,1,1
profile_000838,treatment,1,1
profile_000839,control,1,1
profile_000840,control,1,1
profile_000841,control,1,1
profile_000842,treatment,0,0
profile_000843,control,0,0
profile_000844,treatment,1,1
profile_000845,control,0,1
profile_000846,control,1,1
profile_000847,control,1,1
profile_000848,treatment,1,1
profile_000849,treatment,1,1
profile_000850,treatment,1,1
profile_000851,control,1,1
profile_000852,treatment,0,0
profile_000853,treatment,1,1
profile_000854,treatment,0,1
profile_000855,control,0,0
profile_000856,treatment,0,1
profile_000857,control,0,0
profile_000858,treatment,1,1
profile_000859,control,0,1
profile_000860,treatment,0,1
profile_000861,treatment,0,1
profile_000862,treatment,0,0
profile_000863,control,0,0
profile_000864,control,0,0
profile_000865,treatment,1,1
profile_000866,treatment,1,1
profile_000867,control,1,1
profile_000868,treatment,1,1
profile_000869,control,0,1
profile_000870,control,0,0
profile_000871,control,1,1
profile_000872,control,1,1
profile_000873,treatment,1,1
profile_000874,control,1,1
profile_000875,control,0,0
profile_000876,treatment,0,0
profile_000877,treatment,0,1
profile_000878,control,1,1
profile_000879,control,0,0
profile_000880,control,1,1
profile_000881,treatment,0,0
profile_000882,treatment,1,1
profile_000883,control,1,1
profile_000884,control,1,1
profile_000885,treatment,1,1
profile_000886,treatment,1,1
profile_000887,control,0,0
profile_000888,treatment,1,1
profile_000889,control,0,1
profile_000890,control,1,1
profile_000891,treatment,0,0
profile_000892,treatment,1,1
profile_000893,control,0,1
profile_000894,control,0,1
profile_000895,treatment,0,0
profile_000896,treatment,0,0
profile_000897,treatment,1,1
profile_000898,treatment,1,1
profile_000899,control,1,1
profile_000900,treatment,0,1
profile_000901,treatment,1,1
profile_000902,treatment,0,1
profile_000903,control,0,1
profile_000904,treatment,1,1
profile_000905,treatment,1,1
profile_000906,treatment,0,0
profile_000907,treatment,0,1
profile_000908,control,1,1
profile_000909,treatment,1,1
profile_000910,treatment,1,1
profile_000911,treatment,1,1
profile_000912,treatment,1,1
profile_000913,treatment,0,0
profile_000914,treatment,0,0
profile_000915,treatment,0,0
profile_000916,control,0,0
profile_000917,control,1,1
profile_000918,control,1,1
profile_000919,treatment,1,1
profile_000920,control,0,0
profile_000921,treatment,0,1
profile_000922,treatment,0,0
profile_000923,control,1,1
profile_000924,control,0,0
profile_000925,treatment,1,1
profile_000926,control,1,1
profile_000927,treatment,1,1
profile_000928,treatment,1,1
profile_000929,control,0,1
profile_000930,control,0,0
profile_000931,treatment,0,0
profile_000932,treatment,0,0
profile_000933,control,1,1
profile_000934,treatment,1,1
profile_000935,treatment,1,1
profile_000936,control,1,1
profile_000937,treatment,1,1
profile_000938,control,0,1
profile_000939,control,0,0
profile_000940,control,0,1
profile_000941,treatment,0,0
profile_000942,control,0,1
profile_000943,control,0,1
profile_000944,control,0,0
profile_000945,control,0,1
profile_000946,control,1,1
profile_000947,control,0,1
profile_000948,treatment,0,0
profile_000949,control,1,1
profile_000950,control,0,0
profile_000951,treatment,0,1
profile_000952,treatment,1,1
profile_000953,control,1,1
profile_000954,control,0,1
profile_000955,control,1,1
profile_000956,control,1,1
profile_000957,treatment,1,1
profile_000958,control,0,1
profile_000959,control,0,0
profile_000960,treatment,1,1
profile_000961,control,0,0
profile_000962,treatment,0,0
profile_000963,control,1,1
profile_000964,control,1,1
profile_000965,treatment,0,1
profile_000966,control,1,1
profile_000967,treatment,0,1
profile_000968,control,1,1
profile_000969,control,0,1
profile_000970,control,1,1
profile_000971,treatment,0,0
profile_000972,treatment,1,1
profile_000973,treatment,0,0
profile_000974,treatment,1,1
profile_000975,control,1,1
profile_000976,control,0,0
profile_000977,control,1,1
profile_000978,treatment,1,1
profile_000979,treatment,1,1
profile_000980,treatment,1,1
profile_000981,control,1,1
profile_000982,control,0,0
profile_000983,treatment,1,1
profile_000984,treatment,0,1
profile_000985,treatment,0,0
profile_000986,control,1,1
profile_000987,treatment,1,1
profile_000988,control,1,1
profile_000989,control,1,1
profile_000990,control,1,1
profile_000991,control,0,1
profile_000992,treatment,1,1
profile_000993,treatment,0,1
profile_000994,control,0,1
profile_000995,treatment,0,0
profile_000996,treatment,1,1
profile_000997,treatment,0,0
profile_000998,treatment,0,0
profile_000999,treatment,1,1
profile_001000,control,1,1
profile_001001,control,0,0
profile_001002,treatment,0,1
profile_001003,control,0,1
profile_001004,treatment,0,1
profile_001005,control,1,1
profile_001006,treatment,1,1
profile_001007,control,0,1
profile_001008,control,1,1
profile_001009,treatment,1,1
profile_001010,control,1,1
profile_001011,control,1,1
profile_001012,treatment,1,1
profile_001013,control,1,1
profile_001014,treatment,1,1
profile_001015,treatment,0,0
profile_001016,control,0,0
profile_001017,control,0,1
profile_001018,treatment,1,1
profile_001019,control,1,1
profile_001020,control,1,1
profile_001021,control,0,0
profile_001022,control,1,1
profile_001023,treatment,0,1
profile_001024,treatment,1,1
profile_001025,treatment,1,1
profile_001026,control,1,1
profile_001027,treatment,1,1
profile_001028,treatment,0,0
profile_001029,treatment,0,0
profile_001030,control,0,1
profile_001031,treatment,1,1
profile_001032,treatment,0,1
profile_001033,control,1,1
profile_001034,treatment,1,1
profile_001035,control,0,0
profile_001036,treatment,0,0
profile_001037,control,0,0
profile_001038,control,1,1
profile_001039,control,0,0
profile_001040,treatment,1,1
profile_001041,treatment,0,1
profile_001042,treatment,1,1
profile_001043,treatment,1,1
profile_001044,control,0,0
profile_001045,control,1,1
profile_001046,treatment,0,0
profile_001047,control,0,1
profile_001048,control,0,1
profile_001049,control,1,1
profile_001050,treatment,0,1
profile_001051,control,0,0
profile_001052,control,1,1
profile_001053,treatment,1,1
profile_001054,treatment,0,0
profile_001055,control,0,1
profile_001056,control,0,0
profile_001057,treatment,0,0
profile_001058,treatment,1,1
profile_001059,treatment,1,1
profile_001060,treatment,1,1
profile_001061,treatment,1,1
profile_001062,treatment,0,1
profile_001063,control,1,1
profile_001064,treatment,1,1
profile_001065,treatment,1,1
profile_001066,treatment,1,1
profile_001067,treatment,1,1
profile_001068,treatment,0,0
profile_001069,control,1,1
profile_001070,treatment,1,1
profile_001071,control,0,1
profile_001072,control,1,1
profile_001073,control,1,1
profile_001074,treatment,0,0
profile_001075,control,1,1
profile_001076,treatment,1,1
